연도,부처명,담당부서명,세부사업명,사업내용,훈련기관,훈련대상
2019,고용노동부,인적자원개발과,국가기간전략산업직종훈련(376) 가.일반실업자과정(326) 나.비진학일반고특화과정(28) 다.4차 산업혁명 선도인력 양성과정(22)  *운영비， 여비， 업무추진비， 연구용역비， 자치단체이전， 건설비， 유형자산 제외(1，147),(국가기간，전략산업직종훈련) 기계，전기 등 우리 산업의 기간，전략분야， SW，융복합 등 신기술 분야에 대한 기술，기능인력 양성  ○국가기간 및 전략산업 중 인력부족 직종과 산업현장의 인력수요 증대에 따라 인력 양성의 필요성이 있는 직종의 기술，기능인력의 양성，공급으로 기업의 인력난 해소 ○ (훈련직종) 인력수급 상황， 산업별 전문가 의견 등을 고려하여 선정，고시된 직종에 대한 훈련으로서 지방관서의 장이 위탁，실시(직업능력심사평가원 심사， HRD-Net 공개) ○ 지원내용   - (훈련기관) 훈련비 전액지원      * NCS기준단가 : ‘NCS 직종별 훈련비 지원기준단가’에 의거하여 훈련비 지원      * 훈련비 실비지원 원하는 경우， 항목별 심사 신청 가능   - (훈련생) 단위기간 출석률 80% 이상 시 월 216천원~416천원 지급,(민간) 1245개 기관， (중앙부처) 19개 기관 직업능력개발훈련과정 통합심사 결과에 따라 지방고용노동관서의 장으로부터 적합성을 인정받아 지방고용노동관서와 위탁계약을 체결한 운영기관,만 15세 이상 구직자 - 상세 :  실업자， 비진학 예정 고교 3학년 재학생， 대학졸업예정자， 사업기간 1년 이상이면서 연매출 1억5천만원 미만인 사업자， 단시간 근로자(월 60시간， 주 15시간 미만 근로자중 피보험자격 미취득자) 등
2019,고용노동부,일학습병행정책과,1.현장인프라구축지원(63，660) 2.일학습병행제운영(16，653) 3.일학습병행 평가제도 운영(4，285),산업현장에서 요구하는 실무형 인재를 기르기 위해 기업이 취업을 원하는 청년 등을 근로자(학습근로자)로 채용하여 기업 현장(또는 학교 등 교육기관)에서 체계적인 교육훈련을 제공하고， 교육훈련을 마친 자의 역량을 국가(또는 산업계)가 평가하여 자격으로 인정하는 제도 ○ 지원내용   - OJT 및 Off-JT 훈련비용， 학습근로자 지원금 지원 - 기업 전담인력 양성 비용 지원， 훈련실시 컨설팅 지원 등 ○참여유형 1. 재직자 단계 : 단독기업형， 공동훈련센터형 2. 재학생 단계 : 산학일체형 도제학교， 유니테크， 전문대 재학생단계， IPP형 일학습병행제,기업 및 공동훈련센터 (’18년) 12，000개소→('19년)13，000개소,특성화고，전문대，4년제 대학 재학생 및 졸업자 등 청년취업희망자
2019,고용노동부,직업능력정책과,평생능력개발온라인훈련사업 1.온라인훈련 평생학습구축 ①VT디바이스 ②스마트직업훈련 플랫폼 구축 2.온라인훈련운영 3.온라인훈련 콘텐츠 개발 - 평생능력개발이러닝 사업 ①이러닝 ②가상훈련,국가산업발전의 핵심 역할을 수행하는 고급 기술 기능인력의 직업능력개발(교육훈련)을 담당할 우수 직업능력개발담당자(훈련교사， 실천공학기술자(기업현장교사， 인력개발담당자 등) 양성 및 재 향상훈련과 첨단훈련매체를 활용한 전국민 평생 직업능력개발 체제 구축,한국기술교육대학교(천안),온라인훈련 참여 재직자，구직자， 학부생(직업능력개발담당자) 및 대학원생(직업능력개발전문가)， 직업훈련교사， 직업능력개발기관， 재직 근로자 등
2019,고용노동부,인적자원개발과,1. 근로자능력개발지원(94，000) 2. 자영업자 능력개발지원(1，233),내일배움카드를 발급받아 직업훈련에 참여한 재직자에 대해 훈련비(年 200만원 한도) 및 훈련장려수당(1.8만원) 지원 1. 근로자능력개발지원 : 우선지원대상기업 근로자， 기간제，파견，단시간，일용 근로자 등이 직업능력개발을 통해 평생고용가능성을 높일 수 있도록 훈련비 지원 2. 자영업자 능력개발지원 : 고용보험 임의가입 자영업자의 지속적인 직업능력개발을 지원하여 자영업자의 고용안정 도모  - (능력개발지원금) 훈련비용의 100% 지원(음식 및 기타 서비스 직종은 60% 지원)， 훈련장려수당 지원(1일 18천원)  - (취업훈련지원금) 실 훈련비의 20～95% 지원  - 지원한도 : 1인당 1년간 200만원 지원(5년간 300만원),고용노동부 장관이 인정한 훈련과정을 개설한 훈련기관(직능시설， 학원 등),1-① 근로자능력개발지원 -우선지원대상기업 소속 피보험자 - 기간제，단시간，파견，일용근로자 - 180일 이내 이직예정자 - 고용보험 가입기간이 3년 이상이고， 그 기간 동안 3년간 사업주 훈련 및 근로자 개인지원훈련 이력이 없는 피보험자 - 대규모 기업 45세 이상인 사람 - 육아휴직 중인 사람 - 경영상의 이유로 90일 이상 무급휴직·휴업 중인 자 - 고용보험 체납액이 없는 자영업자(임의가입) 1-② 고용보험 임의가입 자영업자 
2019,과학기술 정보통신부,방송진흥정책국，  혁신행정담당관,1. 방송신기술공통교육 ① 신기술 핵심인력양성(784) ② 글로벌 심화·신규 방송시장 인력(498) ③ 기반인력 현장 연계형 교육(295) ④ 차세대콘텐츠기획석사(212) 2. 방송직군별 특성화 교육(2000),방송의 공공성 확보 및 지역·직종별 방송협업인 직무 능력 강화를 위한 교육훈련 실시 1.방송신기술공통교육(총 6개 분야， 35개 과정 611명 양성)  UHD제작전문인력양성， 방송 기반인력양성， 방송통신융합인력양성，차세대콘텐츠기획석사， 공공·공익 교육， 맞춤교육 등 운영 2.방송직군별 특성화 교육(총 8개 분야， 80개 과정 1，539명 양성) 방송제작 분야별 전문직군 전문화 프로그램 개발·운영  ※ 전문직군 : PD， 방송작가， 방송기자， 지상파기술인， 비지상파기술인， 성우， 아나운서， 방송연기자， 독립PD， 방송스태프 등,한국전파진흥협회(서울특별시),1，2 .국내 방송관련 종사자， 방송 기반인력 등
2019,과학기술 정보통신부,디지털콘텐츠과,실감콘텐츠 전문인력 양성(1，980) ① 제작 전환 과정 ② 프로그램 제작과정 ③엘리트 인재양성과정,① Intensive Course (단기， 1주) : 방송영상 현업인(프리랜서)을 위한 직무 재교육을 실행， 선진기술 해외 연수， VR ， AR， SR ，MR 등 실감콘텐츠 5개 분야로 구성됨. 방송영상 현업인의 직무능력 향상을 위한 실감영상 제작 전환 과정 ② Advanced Course (중기， 3개월) : 프로젝트 제작 베이스 과정으로 현업인들의 실무 중심 교육， 실무중심 교육과정의 기술과 경험을 토대로 지속적인 실감 콘텐츠 제작， 실감 콘텐츠 제작을 통한 해외진출 및 새로운 콘텐츠 시장 개척을 목표로 하는 과정 ③ Mastering Course (장기， 6개월) : 실감콘텐츠 분야 전문가의 멘토링과 최고의 장비를 활용한 실전 프로젝트 수행(그린스크린 촬영 및 합성， 매트페인팅 활용， 색보정 및 VR 스티칭 등)을 통해 실무 능력을 갖춘 인재를 양성하는 과정 ,정보통신산업진흥원 실감미디어 교육센터(서울),①(단기， 1주) :디지털 콘텐츠 산업계 종사자 및 학계 등 ②(중기， 3개월) : 디지털콘텐츠 산업계 종사자  ③(장기， 6개월): 만 35세 미만의 실감콘텐츠 제작 분야에 관심있는 예비취업자， 졸업예정자， 프리랜서 
2019,과학기술정보통신부,소프트웨어진흥과,클라우드서비스 활성화 및 기업경쟁력강화_클라우드 생태계 조성_개발자 기술교육,클라우드 전문 교육훈련 기관을 선정하고， 중소기업 재직자， 청년취업 희망자 등을 대상으로 온 오프라인 교육을 통한 전문 인력 양성 추진 - 중고급 과정 편성과 현장직무가 반영된 프로젝트형 실무 교육을 통해 재직자의 직무수준을 향상 - 제4차 산업혁명의 핵심 기반인 클라우드컴퓨팅 이용 확산 및 생태계 조성을 통한 국내 클라우드 산업 육성,한국클라우드컴퓨팅연구조합(CCCR) 아카데미(서울),중소기업 재직자 등 -중소기업 재직근로자， 대기업 및 공공기관 등 재직근로자， 미취업자(대학생， 프리랜서 등)
2019,과학기술정보통신부,거대공공연구정책과,우주기술 전문연수,o 국비(과학기술정보통신부) 지원으로 국내 기술선도 유망 우주산업체에서 근무할 수 있도록 전문연수를 통해 우수 기술인력을 양성하고 취업의 기회를 부여 o 대학(대학원) 신규 졸업생/미취업자 및 연관산업 근무 경력자를 대상으로 산업체에서 필요로 하는 우주기술 전문연수/실무교육 후 채용 알선， 취업지원     ①위성체:  -공통: 위성시스템， 위성본체， 지상국， 제품보증， 조립및시험， 광학탑재체 등  -전문: 소프트웨어개발， 전장품 개발， 기구물 제작      ②발사체:  -공통: 발사체 체계관리， 추진시험시설， 추진시스템 등 -전문: 기계설계기초， 2D， 3D 기계설계    ③위성활용:  -공통: 위성시스템， 위성본체， 조립및 시험 등 -전문: 원격제어， 위성항법， 위성통신 ,한국우주기술진흥협회 우주인력교육센터(서울),이공계 대학(원)졸업자/예정자 및 전기/전자， S/W개발， 항공우주， 자연과학 분야 경력자  ※제한대상: 정부지원사업 수혜중인 자(일자리 창출사업 등)
2019,과학기술정보통신부,미래인재양성과,이공계전문기술연수,①중소중견기업 맞춤형 석박사 연수사업 중소기업 취업을 목적으로 하는 이공계 미취업 석박사에게 기업이 필요로 하는 실무 경험을 쌓을 수 있도록 훈련 기회를 제공하여 현장맞춤형 R&D 능력 개발  - ‘출연(연)-기업 공동 연구과제’에 참여시켜 산업 맞춤형 R&D 직무수행능력 제고를 위한 교육 훈련(9개월) 제공  ②이공계 전문기술 연수사업 이공계 대졸 미취업자에게 산업현장에 특화된 연수(전문연수 및 기업연수)를 제공하고 기업 맞춤형 인력으로 양성함으로써 청년실업 문제 및 이공계 인력 수급 불균형 해소  - 기업맞춤형 전문연수(4개월) 및 기업연수(2개월)을 통해 산업현장에 바로 투입가능한 전문기술 인력으로 양성  - (전문연수)전문분야 이론 및 실습교육， 기업이 필요로 하는 기본 직무 소양 및 기초 이론 습득. - (기업체 실무 연수)주관기관의 유관기업에서 실제 업무 체험연수.,① (16개) FITI시험연구원(서울， 오창)， 세계김치연구소(광주)， 재료연구소(창원)， 중소조선연구원(부산)， 한국과학기술연구원(서울，강릉， 완주)， 한국광기술원(광주)， 한국기계연구원(대전，정읍)， 한국생산기술연구원， 한국세라믹기술원(진주，오송)， 한국식품연구원(전주)， 한국에너지기술연구원(대전)， 한국전기연구원(창원，의왕，안산)， 한국전자통신연구원(대전，광주，부산)， 한국지질자원연구원(대전，포항)， 한국화학연구원(대전) ② (25개) -전기전자(5개) : 남서울대학교산학협력단(서울)， 대한상공회의소서울기술교육센터(서울)， 한국계량측정협회(서울)， 한국전기기술인협회(경기)， 한국전기철도기술협회(경기) -정보통신(10개) : 동양미래대학교산학협력단(서울)， 스마트미디어인재개발원(광주)， 우송대학교산학협력단(대전)， 한국IT전문가협회(서울)， 한국공간정보 산업협동조합(서울)， 한국기업혁신진흥원(서울)， 한국정보과학진흥협회KISE인재개발원(경기)， 한국정보기술연구원(서울)， 한국전자정보통신산업진흥회(서울)， 경기도경제과학진흥원(서울) -기계，소재(6개) : 3D프린팅산업협회(경북)， 경기도경제과학진흥원(서울)， 대한상공회의소인천인력개발원(인천)， 자동차부품연구원(서울，천안)， 캠틱종합기술원(전주)， 한국기술교육대학교 산학협력단(충남) -화학， 바이오/건축， 토목， 환경/에너지자원， 지식서비스(4개) : 한국바이오협회(경기)， 한국산업기술시험원(서울， 부산)， 한국세라믹기술원(진주，서울)， 한국품질재단(부산，대구),① 이공계 석박사 학위 취득 후 5년 이내인 자  ② 이공계 대졸(전문대졸) 미취업자로서， 만 34세이하인 자
2019,과학기술정보통신부,소프트웨어정책과,SW여성인재수급활성화,여성 대상 소프트웨어 교육과정 개설 운영 및 SW분야 여성인력에 대한 인식제고， 취업 사회진출 지원 1. SW여성인재 취업 역량 강화 교육 운영  ① 지능정보기술전문인력양성과정(데잇걸즈): 데이터 통계， 시각화 및 분석， 딥러닝 입문， 실전 등 구인 기업 수요에 맞는 데이터 분석 역량 극대화를 위한 데이터 분석 프로젝트 수행， 실무 중심 교육 운영  ② 소프트웨어 교육 전문가 양성과정(코듀에이스): 융합 SW교육 전문가， 교육콘텐츠 개발 전문가 양성 ③ 온라인과정: SW기본， 트렌드 및 비즈니스 교양 과정  2. 제6회 SW Welcomes Girls 운영: SW분야 진출을 희망하는 미취업 여성을 대상으로 SW산업에 대한  이해도 제고， 사회진출 자신감 고취， SW여성 전문가 네트워크 마련 ,민간교육업체 등 ① 한국정보화진흥원(서울) ② 한국정보화진흥원(서울， 부산),①，② 미취업， 경력단절여성 ③ 집체교육이 어려운 SW교육 희망 여성
2019,과학기술정보통신부,디지털방송정책과,스마트광고산업활성화 기반 구축_스마트광고 전문가 양성 ①스마트광고 기획 ②스마트광고 제작,모바일 콘텐츠 개발 역량 강화， 지역 거점 구축， 해외진출 진원 및 인력양성 등 생태계 강화를 통한 모바일 콘텐츠 산업 진흥. ① 스마트광고 기획 아카데미   ㅇ 대상 : 졸업예정자 또는 예비광고인 65명   ㅇ 주요 교육 내용 : 스마트광고 기본 역량과정， 스마트광고 기획 및 제작에 대한 이해와 실습 ② 스마트광고 제작과정   ㅇ (스마트광고 특별공개 강좌) 일반인 대상 스마트광고 특별공개 강좌를 통해 스마트광고 저변 확대   ㅇ (고등학생 스마트광고 캠프) 미래의 스마트 광고인 육성을 위한 실무 체험형 광고교육 실시,① 스마트광고아카데미:한국방송광고진흥공사Kobaco 광고교육원(서울) 지역스마트광고아카데미: (춘천) 한림대학교  고등학생스마트광고캠프: 한국방송광고진흥공사 연수원(경기),① 스마트광고아카데미: 졸업예정자(3년 종료 후 휴학자 포함)， 미취업졸업자 등 예비 광고인 지역스마트광고아카데미: 대학생 및 졸업자， 광고에 관심있는 일반인 등 고등학생스마트광고캠프: 전국 고교생(광고 관련 특성화 고등학교 학생， 광고동아리 활동 학생 등)
2019,과학기술정보통신부,융합기술과,나노인프라지원_국가나노인프라를 활용한 전문인력양성 [나노인프라분야],이론교육 및 현장실무형 교육을 통해 나노산업구조변화에 창의적·능동적으로 대응하고 산업체 현장에 필요한 나노기술 고급인력양성 6개 나노팹을 기반으로 이론과 실무가 연계된 교육과정 운영을 통해 나노분야 전문인력 양성 - 측정 ·분석(분광학) 교육과정， ，TEM 심화교육， 나노소자구조제작기술， 태양전지교육， 소자·공정 교육， 측정ㆍ분석(Microscopy)교육， MEMS 센서 제작기술 교육 ①이론교육 : 나노기술연구협의회에서 전담하여 실시 ②실습교육 : 이론교육 이수자에 한하여 각 6개의 나노팹 시설에서 실습교육 진행,，나노기술기반 교육과정 ①이론 교육 : 나노기술연구협의회(광교) ②실습 교육 : 나노종합기술원(대전) ，소자，공정 전문인력양성 이론 및 실습교육 ①이론 교육 : 나노기술연구협의회(광교) ②실습 교육 : 나노종합기술원(대전)， 한국나노기술원(수원)， 나노융합기술원(포항) ，측정，분석 전문인력양성 이론 및 실습 교육  ①이론 교육 : 나노기술연구협의회(광교) ②실습 교육 : 전북나노기술집적센터(전주)， 나노융합실용화센터(대구)， 나노종합기술원(대전)， 한국나노기술원(수원)， 나노융합기술원(포항)  ，측정，분석(분광학) 전문인력양성 이론 및 실습 교육 ①이론 교육 : 나노기술연구협의회(광교) ②실습 교육 : 한국생산성기술연구원 나노기술집적센터(광주)， 나노융합실용화센터(대구)， 한국나노기술원(수원) ，TEM 심화과정 ①이론 교육 : 나노기술연구협의희 ②실습 교육 : 한국나노기술원(수원)， 나노융합기술원(포항) ，LED소자 제작기술 전문인력양성 이론 및 실습 교육 ①이론 교육 : 나노기술연구협의회(광교)  ②실습 교육 : 한국나노기술원(수원) ，OLED 전문인력양성 이론 및 실습 교육 ①이론 교육 : 나노기술연구협의회(광교) ②실습 교육 : 나노융합기술원(포항)， 한국생산성기술연구원 나노기술집적센터(광주) ，첨단센서 제작기술 전문인력양성 이론 및 실습 교육 ①이론 교육 : 나노기술연구협의회(광교) ②실습 교육 : 나노종합기술원(대전) ，태양전지 전문인력양성 이론 및 실습 교육 ①이론 교육 : 나노기술연구협의회(광교) ②실습 교육 : 한국나노기술원(수원)， 나노융합실용화센터(대구) ,-이론교육: 나노기술 관련 학·연·산 연구개발인력 (학부 3학년 이상) -실습교육 : 이론교육 수강자에 한하여 후 시험평가하여 선발
2019,과학기술정보통신부,연구산업진흥과,연구장비엔지니어양성,연구장비 운영관리， 유지보수， 분석과학， 장비개발 분야별 전문교육기관(12개)을 선정하여 실무 중심으로 집중 교육을 통해 실무 맞춤형 연구장비 엔지니어 양성  ① 운영관리 : 실습 위주의 연구장비 운용 및 유지관리 교육을 통해 국내 최고의 연구장비 전문인력을 양성 ②유지보수: 연구장비의 최적화 유지를 위해 관리 및 보수를 위한 교육과정 ③ 장비개발 : 전문적인 연구장비 개발역량(연구장비， 개발전문가， 교육시설 등)을 갖춘 전문교육기관을 선정하여 집중적이고 체계적인 실습 위주의 교육실시를 통해 경쟁력 있는 연구장비 개발 전문인력을 양성(정규학위 석사)   ，연구장비 개발인력:연구장비개발에 대한 소정의 교육을 이수하여 전문적 지식 및 기술을 보유하고， 연구장비의 개발을 전담하는 전문인력 ④ 시험분석 : 고도의 데이터 해석능력을 갖춘 국내 최고의 시험분석 전문인력을 양성(정규학위 석박사)   *시험분석 전문인력: 연구장비에 대한 소정의 교육을 이수하여 전문적 지식 및 기수을 보유하고， 장비의 운영을 통해 고도의 데이터 해석이 가능한 시험분석 전문가로서， 연구자는 아니지만 연구개발 활동을 직접적으로 지원하는 전문인력,① 운영관리(8개): 강원대(춘천)， 경희대(용인)， 구미전자정보기술원(구미)， 성균관대(수원)， 인하대(인천)， 한국과학기술연구원(서울)， 조선대(광주)， 한국화학연구원(대전) ② 유지보수(1개): 충북대학교(청주) ③ 장비개발(1개) : 충북대학교(청주) ④ 시험분석(1개) : 한국화학연구원(충남),①운영관리 : 이공계열(자연과학， 공학) 학과를 전공한 전문학사 이상의 학위취득자 및 2019년 2월 졸업예정자(단， 취업중이거나 취업이 결정된 자는 제외) ②유지보수: 자연과학계열 또는 공학계열 학과를 전공하는 4학년 재학생 및 2019년 2월， 8월 졸업생 ③장비개발: 학사학위소지자(2018년 8월까지 취득가능자 포함) 또는 법령에 따라 이와 같은 수준 이상의 학력이 있다고 인정된 자 ④시험분석: 이공계역 석사학위 이상자， 소정의 연구장비 교육과정 수료자 및 장비 운영 경력 보유자
2019,과학기술정보통신부,디지털콘텐츠과,스마트콘텐츠융합형인재양성_산업맞춤형창의인재양성,ICT 융합에 따른 산업의 변화에 전략적으로 대응하고， 차세대 콘텐츠 산업현장의 인력수요에 부응하는 현장 맞춤형 융합 인재 양성. 모바일 콘텐츠 개발 역량 강화， 지역 거점 구축， 해외진출 지원 및 인력양성 등 생태게 강화를 통한 모바일 콘텐츠 산업 진흥.  - 산업 맞춤형 창의 인재양성 : 산업현장의 인력수요에 부응하는 현장 맞춤형 인재양성을 위한 프로젝트 중심의 차세대 콘텐츠 개발 실무교육,한국전파진흥협회(서울),콘텐츠 개발 분야 취업 희망자로 교육기간 집중 수강 가능한 자  *지원자격 : 취업준비생， 졸업 예정자 등
2019,과학기술정보통신부,과학기술문화과,여성과학기술인력 취업 및 경력개발지원 프로그램 운영_미취업 여성과학기술인 취업교육훈련지원 SC양성교육 창의실험지도사 과정(기본，심화),미취업， 경력단절 등의 여성과학기술인에게 양질의 일자리진입을 위한 이론 및 실습교육을 지원하여 전문역량 개발 1. SC양성교육 창의실험지도사 과정 : 기본 & 심화과정,(재)한국여성과학기술인지원센터 과학기술여성인재아카데미(서울),미취업·경력단절여성， 비정규직 전문학사 이상 여성과학기술인 SC양성교육 창의실험지도사 과정 :   (기본) 아카데미 이력서/자기소개서 등록한 자 (심화)SC양성교육 기본과정 수료자 중 미취업자， 또는 SC 분야에서 활동 중인 계약만료예정 비정규직 여성과학기술인
2019,과학기술정보통신부,융합신산업과,빅데이터 청년인재 양성 및 일자리 연계,빅데이터 청년인재 일자리 연계 사업은 대학 졸업예정자 등 청년을 대상으로 산업 수요에 부응하는 실무중심의 빅데이터 전문교육을 통해 4차 산업혁명 시대를 이끌어갈 청년인재를 양성하고 양질의 일자리 연계를 지원 - 운영 대학이 기업 수요에 부응하는 실무 중심의 교육을 실시하고， 한국데이터산업진흥원과 관련 기업이 빅데이터 직무 취업을 지원,총 11개 대학 :경기대학교(경기)， 경남대학교(경남)， 경희대학교(서울)， 고려대학교(서울)， 동국대학교(서울)， 명지대학교(서울)， 부산대학교(부산)， 세종대학교(서울)， 연세대학교(서울)， 전북대학교(전주)， 한림대학교(강원),대학 졸업예정자(’19년’ 8월， ’20년 2월) 및 만 34세 이하의 미취업 청년(’85년 1월 1일 이후 출생자)
2019,교육부,1. 산학협력정책과 2.교육일자리총괄과,1.사회맞춤형 산학협력 선도대학 육성_사회맞춤형학과중점형 2.조기취업형 계약학과 선도대학 육성,1. ‘학생’의 취업난과 ‘기업’의 구인난을 완화하기 위해 대학교육 과정을 사회수요와 밀접하게 연계된 사회맞춤형으로 개편 지원 - 대학별로 특성화된 산업분야의 개별 산업체(계)와 연계하여 대학의 교육과정 및 인력양성 역량이 집중될 수 있도록 지원  2. 채용을 조건으로 대학과 산업체가 교육과정을 협약해 '조기취업형 계약학과' 개설， 운영. 고졸자의 진학욕구 및 조기 취업과 기업의 기본 소양 및 전공 기초지식을 갖춘 웅수 인재 조기 확보 -참여 학생은 1년간 전공기초능력과 현장실무 기본교육을 이수하고 기업에 근무하면서(2，3학년) 해당 직무 관련 심화교육 및 직무역량 고도화,1. 1단계('17~'18년) 5개권역 20개교 수도권(4개): 명지대， 상명대， 인하대， 평택대 충청권(3개): 배재대， 백석대， 세명대 호남제주권(3개): 광주대， 남부대， 목포해양대 대경강원권(4개): 대구가톨릭대， 한동대， 위덕대， 한라대 동남권(6개): 경남과기대， 경성대， 부산가톨릭대， 부산외대， 신라대， 영산대  2. 5개교 : 한양대(ERICA)， 한국산업기술대， 전남대， 목포대， 경일대,선발 대학 사회맞춤형학과 재학생
2019,교육부,교육일자리총괄과,사회맞춤형 산학협력 선도전문대학 지원_사회맞춤형학과중점형(78，787),대학의 교육과정을 산업체가 요구하는 인력양성을 위한 현장 밀착형 맞춤형교육과정(PBL， 캡스톤 디자인， 현장실습 등) 개발，운영과 현장 밀착형 교육환경 구축 및 산업체 인사의 교육 참여 등을 위한 사업비 지원  -전문대학의 특성화된 산업분야의 개별 산업체(계)와 연계하여 대학의 교육과정 및 인력양성 역량이 집중될 수 있도록 지원,1단계(17~18년) 총 43개교 -수도권(10개교): 경복대， 대림대， 동서울대， 동양미래대， 부천대， 연성대， 오산대， 유한대， 인천재능대， 인하공전 -충청·강원권(9개교): 강동대， 대덕대， 대원대， 대전과학기술대， 백석문화대， 신성대， 우송정보대， 충북보건과학대， 한림성심대 -대경권(9개교): 가톨릭상지대， 경북전문대， 계명문화대， 구미대， 대구과학대， 수성대， 안동과학대， 영남이공대， 영진전문대 -동남권(8개교): 거제대， 경남도립남해대， 동주대， 부산경상대， 부산과학기술대， 부산여자대， 울산과학대， 한국승강기대 -호남제주권(7개교): 서영대， 순천제일대， 전남과학대， 전북과학대， 전주비전대， 제주관광대， 조선이공대,선발 전문대학 사회맞춤형학과 재학생
2019,국가 보훈처,복지정책과,취업활동 지원_군 특성화 맞춤형 교육 1..국방자격과정 2， 단체과정,군특성화 맞춤형교육 : 군 관련 취업이 우수하고 군 경력을 활용 가능한 과정 선정 운영 1. 국방 자격화 과정 : 군 간부의 직무능력과 특성을 고려하여 경쟁력 있는 자격과정 개발 및 맞춤식 교육으로 전역예정간부의 안정적 취업에 기여 : 군 간부의 직무능력과 특성을 고려해 경쟁력 있는 자격과정 개발 및 맞춤식 교육 실시 ①군성폭력 예방강사 ②주니어사관지도사 ③재난안전관리사 ④방위사업관리사 2. 단체과정 : 취업 연계/수요가 많은 군 관련 과정 개서을 통해 전역예정자의 취업역량을 강화 ①비상대비업무담당자 ②예비군지휘관 ③소방공무원 공채/특채과정 ④군무원 공채/특채과정,1. 국방자격과정 : 국방전직교육원(성남)， 한국양성평등교육진흥원(서울) 2. 단체교육과정 : 위탁교육기관 대전대학산학협력단(대전)， 미래국방연구소(서울)， 미래예비전력교육원(서울)， 서울직업교육원(서울)， 서울경희직업전문학교(서울)， 비계준 스터디학원(서울)， 명품비상계획관연구원(서울)， 윌비스고시학원(서울),기본교육을 수료한 5년 이상 중·장기 복무 전역 예정자
2019,국가보훈처,제대군인일자리과,제대군인사회복귀지원_제대군인 직업교육훈련 지원 1.대학 및 전문기관 위탁교육(772) 2.직업능력개발교육비 지원(3，093) 3.사이버 교육(554),， 취업과 연계성이 높은 전문교육훈련 과정지원으로 중·장기복무 제대군인의 취·창업 역량 강화， 개인별 설정된 취업목표에 따라 전역 전， 후를 연계한 체계적인 훈련 지원， 교육운영 및 교육 완료시까지 교육 전반에 대한 관리 강화로 교육 품질과 교육효과 제고를 위해 교육기관의 의무 이행 강화 1. 대학 및 전문기관위탁교육 2. 직업능력개발교육비 지원  3. 사이버 교육,제대군인사회복귀지원_제대군인 직업교육훈련 지원 1.대학 및 전문기관 위탁교육 : -대학교 : 대진대(포천)， 가천대(성남)， 백석대(천안) -직업훈련전문교육기관 : 전국 57개의 교육기관 2.직업능력개발교육비 지원 : 정부 공인 교육훈련기관 등 3.사이버 교육: 제대군인 사이버연수원,1.대학 및 전문기관 위탁교육 : 5년 이상 복무한 중·장기복무 제대군인 및 전역예정자 2.직업능력개발교육비 지원 : 전역 예정자 중 전직기본교육 이수자 및 전역 후 3년 이내 미취·창업자(비정규직 포함)， 근로계약 기간 2년 미만의 기간제 근로자 3.사이버 교육:  - 전역자: 제대군인지원센터 회원으로 보훈관서에 제대군인 등록을 마친 사람 - 전역예정자: 제대군인지원센터 회원이면서 전역예정 3년 이내임을 검증받은 사람
2019,국토교통부,항공안전정책과,항공전문인력양성_항공조종인력양성,민간 비행교육훈련원 설립을 통해 항공 조종인력 양성체계를 강화하고 경쟁력 있는 교육기반을 구축하여 안정적인 조종인력 수급과 우수 인력의 해외진출 도모  - 안정적 조종인력 수급을 통한 글로벌 항공산업 경쟁력 및 항공안전을 강화하기 위해 비행역량을 갖춘 사업용 조종사 양성 - 양성인력의 취업역량 강화를 위해 항공사 맞춤형 교육 제공 (한국항공대학교)  -항공조종사양성과정 :  민항공 조종사 자원양성을 위한 특화된 사업용 조종사 자격증명 취득과정，비행경력이 없는 신규와 경력으로 구분하여 진행 됨 1. Airline Pilot 양성과정 : 민항공 조종사가 되기 위한 기본 자격증명인 자가용/사업용 조종사 자격증명 및 계기비행증명 취득 (한국항공전문학교)  -사업용 조종사 통합과정 약 1년의 교육기간동안 진행， 자가용조종사， 계기비행증명， 사업용조종사자격(다발등급한정 포함)을 모두 취득， 신규/경력 구분 1. 통합사업용조종사과정: 자가용 조종사과정， 계기비행증명과정， 사업용조종사과정， 다발한정과정,한국항공대학교 비행교육원 울진비행훈련원(울진)，  한국항공직업전문학교 비행교육원 울진비행교육훈련원(울진),(한국항공대) 1. Airline Pilot  - 신규 : 학력 및 전공 제한 없음， 군필 또는 면제자， 토익 성적 750점 이상 취득자(최근 2년이내 성적)， 항공법 시행규칙 제95조 항공기 승무원 신체검사 기준(제1종)에 적합한 자 - 경력자 : 자가용조종사 자격증명 소지자， 기타 상기 신규과정 지원자격과 동일 2. 자격증 취득과정 : 군경력자， 회전익 경력자 등 (한국항공직업전문학교)  3. 사업용통합과정 - 신규 : 학력 무관， 군필 또는 면제자， 항공기승무원 신체검사 1종， 최근 2년 이내 토익 800점 이상 또는 기타 공인영어성적 보유자 - 경력자 : 신규과정지원 자격을 모두 충족하며 자가용조종사 면장 소지자 5. 비행경력축적과정 : 사업용통합과정 경력자 지원 모두 충족하며 사업용조종사 면장 소시자
